;Entity A;Entity B;Label
3642;4846;C0024117;1
776;894;C4012727;1
3248;3767;C4554007;0
2608;2936;C0729264;0
4651;5332;C1850598;0
2663;3047;C0009405;0
5890;6337;C0004943;0
2927;3814;C1168401;1
7899;134218;C3808553;1
1051;1303;C0345967;1
5129;55967;C0019569;0
2554;3295;C0043459;1
931;1144;C4084823;1
6562;23435;C0543859;1
3025;3553;C0009402;0
185;238;C0007131;1
856;1027;C1333990;1
5462;7421;C0007785;1
662;778;C4041558;1
5907;9131;C0751208;1
3556;4724;C2931891;1
587;1292;C0032914;0
7199;55811;C0342639;1
3562;4158;C1857355;0
1651;2202;C0025149;0
4728;5424;C1720779;0
2614;3458;C0036341;1
5216;7099;C0009402;1
2050;2516;C0752121;0
2109;2624;C1704423;1
3090;4035;C0036341;1
8015;9464;C4551702;0
128;1027;C0023467;0
6641;7062;C1621958;0
997;1687;C0009402;0
4874;54822;C0028754;0
2715;3559;C2700553;1
2426;2773;C0036341;0
6979;7468;C0007131;0
1901;23400;C0006142;0
2283;2798;C3489396;1
6146;6578;C4284790;0
6088;9897;C4551776;1
36;10020;C0018818;0
6366;6774;C0149925;0
7094;779;C0006142;0
1904;23400;C1850598;0
3520;4091;C0006142;0
2727;3119;C1720860;0
91;125;C0028754;1
2397;2735;C1708349;0
1662;2064;C0206698;1
5319;7157;C4748488;1
7633;84876;C0346402;0
2630;3479;C0002395;1
7492;65266;C1449842;1
8135;9885;C0752120;0
1010;1719;C1720860;0
7323;57572;C2931779;1
2633;3479;C0006142;1
7296;80184;C0006142;0
2466;3123;C0079770;1
350;1109;C4551902;0
5127;55967;C4707243;0
6325;10734;C0085215;1
6863;51095;C4310776;1
1937;23476;C0004352;0
5371;57572;C0036341;0
7012;7512;C0342384;0
3545;4723;C0023264;1
8088;975;C0005283;0
7547;841;C1858302;0
2321;2895;C0752121;1
3654;4851;C0006142;1
2597;2911;C0036069;0
2733;3119;C0276496;0
2680;3549;C0238198;1
2062;253017;C0376329;0
2708;3557;C2239176;1
6483;6926;C3463824;0
847;150094;C0175702;0
7982;9378;C0345904;0
3990;5296;C0476089;1
6918;7390;C0036341;0
487;596;C0036341;1
3116;4088;C0010346;1
5186;7053;C2239176;1
7819;92344;C0029459;1
4033;5328;C0376358;1
6104;9968;C0006142;1
7043;7545;C2936783;0
1783;2146;C0476089;1
6720;27022;C1842979;1
1841;2184;C0268487;1
6251;10452;C0002395;1
7576;8443;C1832394;0
7176;55739;C1708349;1
5299;5728;C2931082;0
8028;9516;C0032897;0
5768;8558;C4540156;1
7121;7841;C0009324;0
4970;6812;C0917800;1
1956;2273;C2749106;1
1440;2072;C1142166;0
7610;84667;C0032897;0
8122;9839;C0024117;0
6336;673;C0265341;0
1440;1804;C0543859;1
5970;9455;C0036341;1
921;1140;C4084823;1
47;60;C4554007;1
1856;23250;C1863561;0
2261;2670;C0004352;0
231;10555;C0752122;0
2761;3162;C4539824;0
7857;89780;C1961102;0
907;1120;C0751362;1
7668;81794;C1869115;1
2499;284217;C0023467;0
4423;5921;C3501846;1
6663;26040;C4015141;1
4941;6774;C3837958;1
3639;4292;C2931891;0
6312;672;C2239176;0
2126;25828;C0023467;0
7769;84976;C3179349;1
5662;5979;C4551804;0
2004;24;C0752124;0
593;1297;C0023467;0
6305;10667;C0023264;1
5666;5993;C1861172;0
4575;5290;C0023467;0
6517;6997;C0027819;0
2562;3315;C0026764;1
1058;1312;C0006142;1
4491;5192;C0028754;0
1331;201294;C0346153;0
4635;6335;C0393702;1
956;1201;C1708349;1
6041;9759;C0005684;1
5045;6929;C4721444;1
1916;23424;C4015050;0
2069;2539;C1868675;0
4321;5781;C0014084;1
132;196;C0006142;1
32;10019;C4479424;0
1541;2138;C0795907;0
1578;1959;C2239176;1
2407;3077;C0162532;1
2801;324;C1510586;0
2859;3350;C0024117;0
4274;5092;C4048809;0
7482;8314;C4551804;0
4827;5468;C0022650;0
3229;4292;C0476089;1
7114;55215;C2239176;1
3114;3590;C0038454;0
7959;148789;C1836373;1
6141;10019;C1961102;1
5093;5582;C2751811;0
1985;2313;C0025149;1
7186;79644;C0010346;0
1375;1750;C1857344;1
1733;2100;C0025149;1
4925;6774;C0009324;1
4404;5896;C2931884;1
4273;5091;C1708349;0
2921;345611;C0752124;0
262;331;C1862939;1
3042;3553;C0238198;0
4086;5395;C4552100;1
1112;1387;C1961102;1
745;144568;C1968843;0
37;58;C3645536;1
2387;27241;C3541456;0
2150;2670;C0002736;1
3510;4088;C4721886;0
1336;1674;C1708349;1
8084;340061;C0024145;1
6421;6833;C0403825;0
6653;7099;C1846545;0
380;11200;C0752120;0
1229;1909;C0008312;0
2009;2321;C4551479;1
1724;2274;C0027708;0
7112;55215;C0023467;1
6561;7020;C0751084;0
2084;255758;C0036341;0
6661;7099;C3463824;0
7528;83854;C1852555;0
1931;23474;C1961102;0
5569;5922;C0025286;0
6570;7037;C4284790;0
100;1021;C0028754;0
2795;324;C0175704;0
3991;5297;C0036341;1
6935;7421;C4551552;0
6027;9719;C0036391;1
3090;3575;C3887485;0
3759;4478;C0271979;0
6996;54551;C0032897;1
4590;6310;C0752123;1
7095;779;C1857970;0
477;118429;C0279702;0
6683;26154;C4551630;1
8110;9790;C0587248;0
5169;7046;C4707243;1
4559;6237;C1275081;1
7167;55703;C0342384;1
2675;3490;C0376358;1
5694;8289;C1708349;1
4161;491;C0751291;0
7964;150094;C1449563;1
3399;3931;C0015625;0
5329;5745;C2931891;0
6406;11200;C1333991;1
7338;80781;C0023473;0
5357;7222;C0752124;1
3345;3856;C0008312;0
4555;5265;C2717906;0
7346;57817;C4520983;1
7748;84667;C1853296;1
8041;9570;C1845076;0
1511;2109;C2239176;0
7200;55812;C1858677;1
4057;4842;C0751779;0
3121;4088;C4707243;1
2222;2736;C0238198;1
6284;10584;C2239176;1
1201;1499;C1449563;1
3433;3972;C1876203;0
4419;5921;C0587248;1
3641;4292;C0035334;0
7947;147138;C4722258;1
1746;22880;C0752121;0
5004;55572;C0010346;0
2813;326;C0270724;0
5701;6041;C0684249;0
141;1028;C2675522;0
7959;930;C0006142;0
2738;3123;C1275081;0
5812;8754;C1423873;1
3289;4318;C0376358;1
6261;10483;C0271933;1
58;90;C0085576;1
5553;7517;C1708349;1
5483;585;C1850598;0
4498;5195;C2931850;0
7035;54862;C1838023;1
2324;27030;C0175704;0
5377;57697;C0003873;0
1744;22880;C0949658;0
3844;4595;C0270724;0
7586;79867;C0220697;1
7125;55280;C0752124;1
1009;1718;C0041409;0
4735;6515;C0087031;1
3161;3667;C0949658;0
1572;2147;C0041409;0
7183;79633;C1140680;0
1285;1956;C1850597;0
8045;255758;C0024507;1
4410;51567;C0175704;0
5483;7436;C0266470;1
7452;8289;C0752124;0
4696;6492;C0006142;1
3495;4683;C0024305;1
5766;6223;C0004352;0
258;10664;C0010346;0
5817;8792;C4085251;1
1312;2;C3489793;0
6681;7124;C1856059;0
986;166378;C4310809;0
1302;1634;C0476089;1
7221;79731;C1419610;0
3615;4254;C0009402;0
3763;4976;C0036341;1
7965;9319;C1961102;0
1594;2006;C3276539;1
3820;5080;C4554007;1
5887;6337;C1834558;0
5311;5740;C0457133;0
5919;6391;C0376358;0
4260;5663;C0002395;1
7923;9180;C3203102;0
7132;55532;C1868675;1
4910;54982;C0036341;0
6595;23562;C0022650;1
7184;79644;C1851936;0
7315;8021;C3541456;0
656;775;C1142166;1
636;134218;C0036341;0
3517;4089;C1853296;0
6539;7015;C1867450;0
720;1410;C0009081;0
1789;23040;C0007131;0
1078;1355;C2931891;1
6605;7042;C1846545;0
1522;1910;C0019569;1
5031;6926;C0038454;1
1412;1786;C0020074;1
2744;3569;C0524620;1
5967;64241;C0038454;0
8107;9786;C0085298;0
4147;5468;C2751306;1
6669;710;C0022584;0
4731;6514;C0006142;1
1280;1956;C2749106;0
7260;57167;C0018818;1
6819;7249;C0005684;0
338;396;C3808874;1
2791;3621;C1708349;1
1987;238;C0029463;0
4876;6660;C1510586;1
6269;6658;C0022283;0
3767;4486;C0004352;0
6844;7280;C0006142;0
7717;84295;C0028754;1
3762;4478;C0004352;0
7770;8802;C4551955;0
6110;9968;C1845902;1
2198;2707;C2673759;1
4110;5443;C0279702;1
5419;5795;C0023467;0
4380;5889;C0006142;1
5672;8243;C0005684;1
6195;6597;C0265535;0
4867;6657;C0007131;1
8177;729920;C4284790;1
6051;9775;C0152423;1
4613;5309;C1850600;0
1457;1813;C1868675;1
8130;375790;C0023467;1
5434;7372;C0376358;1
4862;54806;C1961102;0
6270;6660;C2239176;0
7330;8036;C3551954;0
6920;51604;C0019050;1
3311;4353;C0005684;1
6587;23509;C0406811;1
5265;7137;C0949658;1
4682;6427;C0038868;1
3252;4311;C0376358;1
4638;5327;C1864205;0
2922;3458;C3160733;0
3786;4524;C0206368;0
3760;4968;C0279702;1
2219;26277;C0152013;0
8165;9968;C0035334;0
7975;93426;C0271979;0
4865;6655;C3501846;1
3326;4436;C1140680;1
788;1475;C0036341;0
5293;7157;C0036920;1
471;1184;C0024117;0
3841;4595;C0206698;0
940;1605;C0009324;0
5307;5728;C0345904;0
7810;8913;C4693405;0
1456;2074;C0035334;0
4313;51083;C0795907;0
6440;686;C0009402;0
1694;2260;C0152426;0
7549;79728;C0025149;1
7365;59067;C0024141;1
1439;2072;C0035334;0
1288;1617;C1839071;1
3091;4035;C0149931;1
3;100;C0796117;0
6886;51204;C2931891;1
660;778;C1850362;1
3069;3569;C0024301;0
8141;401474;C0393702;1
6488;23096;C1845181;1
5608;7994;C0376358;1
7621;847;C3541456;0
6831;50939;C0339510;1
4264;5663;C1843015;1
4397;5894;C1449563;1
6220;6622;C0752121;0
1973;23607;C3536984;0
938;1180;C0270959;1
6307;10667;C1850598;1
885;1545;C3281128;0
6833;50939;C3150819;1
1632;2052;C0079770;1
3518;4089;C3810212;0
4828;5468;C0011854;0
6534;7015;C0022283;0
6118;6532;C0009405;0
4367;5879;C2239176;1
1260;1583;C0476089;1
6959;7436;C2675508;0
5030;6926;C0006142;1
4526;5243;C0009402;0
5323;7167;C0036341;1
3069;4000;C0546264;1
3799;4524;C1850792;0
1636;2188;C0006142;0
3812;4538;C0268621;0
3795;4524;C3810278;0
2344;2904;C1510586;1
3848;4604;C0008312;0
3944;5244;C4551899;1
152;10293;C0162283;0
6230;6647;C3805432;0
203;10466;C0018818;0
1556;1956;C0152018;1
3337;4437;C2936783;1
4984;6834;C2931891;1
1430;1789;C1510586;1
5283;5728;C0752124;0
3253;3777;C1619700;0
4408;51567;C0268569;0
7115;55215;C3463824;1
4991;5551;C0008924;0
5254;7128;C0024301;1
6197;10265;C3489529;1
4060;5354;C0036341;1
1915;2260;C0030044;1
461;116442;C1850362;0
4190;4982;C4551479;0
7197;79728;C1850597;0
3750;4929;C0087031;1
5240;57003;C4551549;0
4589;6310;C0752122;1
1255;1947;C0432347;0
3447;3991;C1855033;0
2450;2778;C0001973;0
7249;57017;C3551954;1
5455;7403;C0376358;1
3225;4292;C0009405;1
960;1629;C0745103;0
3497;4683;C0346153;1
483;596;C0023467;1
4052;5346;C0028754;1
5207;7080;C3501843;1
1717;2263;C3179349;0
4589;5290;C4721952;0
6365;6774;C0042487;0
7901;915;C0376358;0
6299;10661;C0271933;1
6914;51567;C0752124;1
3972;472;C0019025;0
5992;6440;C4014430;0
1167;1848;C0003873;0
5343;7172;C0342801;1
5007;55624;C0751291;0
4357;5828;C4721541;1
4158;4893;C0011860;0
6908;7372;C0152013;0
6492;6928;C1850598;0
5268;7139;C0024117;1
3796;4524;C3179349;0
5758;6201;C3809147;0
2871;338;C0752125;0
685;1385;C0011860;0
7714;8647;C0002395;0
7134;7867;C0268237;0
3939;5244;C0008312;1
7752;875;C0376358;0
5417;7345;C2239176;1
3462;401474;C0206686;0
6078;9863;C0036341;1
6790;29893;C0376358;1
1515;2110;C0235833;0
7746;84667;C0265343;1
7738;8676;C1868120;0
4802;54538;C1839071;0
5980;64324;C0994516;0
6598;23586;C4225427;1
1615;2178;C1856184;0
575;1286;C4310769;0
1948;23495;C2239176;0
8013;9464;C0376358;0
4677;6399;C0036391;1
7934;145873;C0265343;1
2368;27152;C0376358;0
5345;7200;C0001973;1
6317;672;C4722327;0
3366;3875;C3277671;0
7509;83544;C0279626;0
3911;5194;C3550234;1
1422;2068;C0036341;0
912;1581;C3463824;0
730;1421;C0796113;0
6414;6820;C1148551;0
4440;5925;C3179349;1
1996;24;C0175695;0
432;581;C0002395;1
2905;3779;C1837739;1
5430;7372;C0019025;1
491;1200;C1959582;0
6431;22808;C0011860;1
5767;6223;C0009402;0
14;100131801;C0432272;0
3606;4233;C0175704;0
6520;6997;C2931891;0
3144;4099;C0752347;1
2739;3123;C0036069;0
2623;29925;C0149925;0
7041;54888;C1510586;1
6671;7124;C0043459;0
6627;7051;C0010278;0
3236;4297;C0265210;1
4572;5290;C0087031;0
1667;2243;C0376358;0
6048;6505;C4520892;0
2250;2775;C3463992;1
5701;8295;C0004352;1
2548;3290;C0003873;1
6126;9997;C2931891;1
5151;7040;C0036341;1
513;627;C0276496;1
3528;4705;C1850600;1
7011;7512;C2936783;0
5961;9409;C3553959;1
304;355;C0036341;1
8144;9915;C0036341;0
4468;5979;C1619700;1
7792;90678;C0205713;1
2178;2690;C2239176;1
1518;2110;C0376358;0
6056;6506;C1839071;0
3582;4204;C1263846;0
949;1200;C0376358;1
7328;8036;C0004352;0
3143;4099;C0036341;1
4789;54487;C1838979;0
1225;1536;C1863999;1
6085;9896;C0270911;1
4995;6866;C0342384;1
38;10021;C0376358;0
768;1471;C1839071;0
8051;255928;C0752123;1
4562;5274;C3179349;0
4729;5424;C2675520;0
358;111;C0206368;0
4697;53947;C1969893;0
6001;9607;C0001973;1
2239;26585;C0010278;0
4755;5443;C0023473;0
5638;596;C0005684;0
8037;95681;C1864849;0
3079;4015;C0029463;1
5095;5582;C0026363;0
7587;845;C0011854;0
1587;1969;C4551484;1
6215;10320;C0009324;1
2486;3162;C0221013;1
354;440;C0345904;1
6568;7036;C4552003;0
1471;1829;C2752072;1
3519;4089;C0002395;0
4678;6399;C0432272;1
7188;55764;C4551902;1
1040;1301;C0013366;1
5105;7019;C0002395;1
812;1491;C2931011;0
7314;8021;C1168401;0
1592;2006;C0238288;1
6742;27089;C1850600;1
1096;1380;C3542922;1
2505;285203;C0175704;0
2363;2934;C0268389;1
108;10253;C2239176;0
4039;5332;C0152423;1
5570;5922;C0376358;0
4189;498;C3553264;0
5131;55975;C1704417;0
1411;1786;C0020072;1
5108;55904;C0162670;0
3300;4330;C0010278;1
5690;8289;C0279702;1
1600;2022;C0039445;1
2040;2475;C0334634;1
5706;60468;C0023264;0
5977;9469;C3278404;1
7908;9152;C0024141;0
1519;1909;C3887485;1
3478;4023;C0004352;0
7521;79583;C0431399;1
1216;1512;C0023467;1
6581;23476;C1802395;1
8164;653509;C4721952;1
1356;1723;C0152423;1
7380;59344;C0376358;1
1861;23314;C0348626;0
197;10459;C0028754;0
2149;25939;C0020479;0
6828;7273;C4722327;0
3867;5158;C3495587;1
5458;582;C0152423;0
8189;100506658;C0006142;1
2873;338;C0007785;0
7715;8647;C0038868;0
1339;203228;C0028754;0
6768;27316;C1846145;1
3480;4026;C1853623;0
3393;4544;C0011860;1
4257;5077;C0410203;0
2072;2555;C0004352;1
5505;7474;C4721508;1
2479;3162;C0006142;1
1934;2263;C0030044;1
3570;4175;C0015625;0
1625;2052;C0009405;1
103;155;C0028754;1
5699;6041;C0279702;0
5234;7124;C0015625;1
6223;10347;C0002395;1
621;716;C2717906;1
8120;9837;C0023467;0
3989;5296;C0376358;1
697;841;C1328840;1
3716;4893;C1328840;1
6244;10413;C0006142;1
3380;3912;C0003873;0
6166;659;C0011854;0
7911;137392;C1868120;1
3954;5265;C1708349;1
7138;55572;C2931891;1
4435;51603;C0796117;0
6533;7015;C0175702;0
4749;6531;C0001973;1
5699;8289;C4721444;1
6228;10370;C3280790;1
7819;8915;C0023467;0
4842;6647;C0028754;1
3716;4353;C0029459;0
2693;308;C0008924;0
708;139411;C1621958;0
2716;3107;C0020179;0
4744;5443;C4041558;0
3511;4695;C0023264;1
7571;79796;C0085413;1
505;121340;C0036341;0
3711;4352;C0699791;0
6692;7128;C0376358;0
201;10461;C0345967;0
4668;6389;C1850600;1
182;229;C1708349;1
4793;545;C0268342;0
7493;65266;C1449843;1
7344;80832;C0005684;0
4704;5396;C0009402;0
3869;5159;C0036341;1
2114;2626;C0009402;1
3614;4233;C0015306;0
6004;9627;C3160718;1
5528;7490;C4552079;1
2650;3480;C2239176;1
1150;1832;C1621958;0
7357;80856;C4310705;0
7964;9319;C0002395;0
6878;51185;C0026764;1
1295;1629;C0268569;1
5932;6399;C0004943;0
1323;2006;C0752125;0
5861;6324;C3463824;0
2478;3162;C0002395;1
6893;7351;C0235833;0
8158;9939;C0006142;0
3558;4728;C1850597;1
2970;3481;C3645536;0
4977;6833;C2931833;1
989;166379;C4048328;0
4707;6496;C1864827;1
1079;1356;C0003873;1
581;673;C0376358;1
5402;5781;C4721508;0
7279;79991;C0949658;0
3572;4175;C0003873;0
6500;23152;C1510586;1
3396;392255;C0752347;0
6108;6531;C0152013;0
785;916;C3179349;1
172;213;C0152013;1
2016;241;C0036341;0
85;111;C0029459;1
1072;1786;C0087031;0
5002;6870;C3489396;1
6750;7157;C1864670;0
2065;2548;C1968741;1
1525;2120;C3540852;0
4188;5582;C0752121;1
1812;2158;C0750384;1
7625;8481;C0036341;0
7462;64412;C0175778;1
7461;64377;C1849193;1
4308;51082;C0949658;0
6895;51314;C1970506;1
4663;6347;C0917713;1
1857;2189;C0023467;1
485;1200;C0006142;0
733;857;C1720861;1
6880;51196;C1708349;1
6330;10735;C1860789;1
469;595;C0345904;1
1771;2296;C2673885;0
3476;4023;C0038454;0
2287;2811;C1319466;1
260;10667;C0376358;0
3568;4163;C0002395;0
5601;59341;C0001973;0
979;1278;C4707243;1
5104;55870;C3278481;0
2360;27089;C0751781;0
5626;8085;C0005684;1
7142;790;C1970479;0
7499;8314;C0342384;0
2197;26160;C0036341;0
2169;2678;C0376358;1
4612;5309;C0001973;0
4152;4893;C0345967;0
286;348;C0276496;1
2682;3551;C0024305;1
537;126792;C1848030;0
6920;7399;C0751360;0
2429;2774;C0276496;0
1606;2033;C0035934;1
6511;23209;C0036341;1
7306;57502;C1845539;1
5202;7068;C3489796;1
5072;6997;C0175707;1
464;1175;C0162674;0
5571;7546;C0376358;1
5350;7201;C4722330;1
134;196;C0152013;1
1780;2146;C0265535;1
4480;5176;C1510586;0
6396;11178;C0376358;1
2105;2563;C4552100;0
1706;2077;C0221356;1
6045;9759;C1969343;1
1363;1736;C0265965;1
1490;210;C0036341;0
6252;6654;C1850598;0
2372;2956;C1140680;1
4885;6678;C0023931;1
7955;147912;C4551702;1
2498;3176;C0001973;1
5898;6347;C0342687;0
4695;6469;C2239176;1
1118;1410;C0279702;1
5557;7518;C1112155;1
2118;25788;C2748542;0
6336;10743;C0036341;1
8061;283417;C3151407;1
3277;3791;C0029459;0
6039;9757;C0393598;1
5253;57167;C2239176;0
6293;10617;C1842180;1
8077;9722;C0265357;0
4129;4869;C2239176;0
1152;1832;C1853296;0
3653;4308;C0028754;0
4890;6696;C0006142;1
1653;2056;C2676137;1
3418;4595;C1708349;1
4819;6608;C0025286;1
1066;1785;C0878682;0
6715;7139;C0752123;0
7538;83999;C0004943;0
3596;4208;C0030421;0
6095;6528;C0345967;0
1131;1436;C3463824;1
3095;4041;C0029456;1
5999;64419;C0038454;0
5407;7297;C3837958;1
6003;6448;C0019569;0
2351;27077;C1859995;0
8186;9997;C0035334;0
4306;51081;C0085580;0
892;1545;C3151061;0
2852;3339;C3469186;0
4674;6391;C1861848;1
2268;2780;C0155017;1
7505;8328;C0149925;0
264;335;C0004943;1
4090;4853;C0024796;0
4443;5950;C0035334;1
3501;4054;C4721886;0
2183;2697;C0376358;1
6685;26160;C0036069;1
6773;28514;C4225275;1
405;545;C0699791;1
4748;6530;C0036341;1
6024;6497;C0006142;0
3112;3587;C0004114;0
5737;6121;C3714506;0
2412;274;C1621958;0
1258;1581;C3151147;1
28;50;C2239176;1
503;613;C1961102;1
1850;2321;C0175693;0
3160;3667;C0152423;0
2660;3481;C0206686;1
5171;5621;C1848533;0
7930;144568;C3501846;1
4415;5158;C1844678;0
871;153241;C1708349;0
1970;23600;C0543859;0
5056;6935;C1836724;1
4462;5972;C0221043;1
8091;9757;C1260899;0
4519;6134;C0796250;1
674;137392;C0023467;0
284;348;C0028754;1
6567;7036;C4551475;0
7264;7994;C0007131;0
639;760;C0279626;1
6380;11041;C0457133;1
5145;7040;C0013264;1
2402;3067;C0040517;1
8048;255928;C0752120;1
5967;9445;C0948008;1
5364;57539;C0376358;0
3511;4088;C3280790;0
7931;145173;C0796012;1
4594;5295;C0023467;0
199;242;C0020758;1
1208;1893;C2931010;0
6625;7048;C1845903;0
2378;2720;C2919945;0
2096;2561;C0085413;0
2741;3569;C0345905;1
7057;760;C1449563;0
7225;56479;C0235833;1
5945;9326;C1850056;1
8057;9663;C1708349;0
2542;2895;C0006142;0
1355;2033;C1843181;0
6361;10878;C1864205;1
1429;1789;C0796113;1
1158;1832;C0011860;0
849;1027;C0006142;1
3935;5243;C1168401;1
4390;5894;C0007131;1
4872;54820;C0752120;0
4055;4835;C0029463;0
5719;60529;C0011860;0
1938;2263;C0206698;1
5226;7124;C0003873;1
584;673;C1266158;1
2797;324;C0238463;0
11;21;C0009402;1
4068;4846;C0007131;0
4261;5080;C3280155;0
7435;8220;C0033788;0
7847;894;C0410203;0
951;1200;C1834207;1
7001;7490;C0268494;0
5708;60481;C0279626;0
6420;6833;C0017924;0
1324;1644;C0031511;1
6804;7222;C3489630;0
2830;3284;C0345904;0
2117;2627;C3888085;1
3746;4436;C1862939;0
6437;6855;C0268237;0
8082;339983;C3279716;1
111;1026;C0037889;0
257;330;C0026764;1
7478;8313;C0271934;0
7429;8220;C4551804;0
4159;4907;C3645536;0
3030;3553;C1857255;0
6904;7372;C2930970;0
5674;60;C0007131;0
540;652;C0009402;1
7396;60482;C0751883;1
5602;7941;C0038454;1
8150;9935;C0029459;0
4312;5770;C0011860;1
2523;2876;C4284790;0
7674;81848;C0342384;1
7961;931;C3541474;0
5487;7450;C1282968;1
136;10273;C0345904;0
5165;5618;C0009402;0
1444;2072;C0085576;0
1852;2321;C0024117;0
7256;79876;C0010674;0
4247;5649;C0002395;1
2566;2904;C0376358;0
2841;3690;C1510586;1
2211;2625;C0001973;0
3484;4035;C0023467;0
3947;4705;C0028326;0
1673;2065;C0699791;1
308;356;C0007131;1
3151;3659;C4722327;0
6344;6731;C3281201;0
2669;3054;C0024507;0
313;1080;C1836373;0
5627;8085;C0006142;1
8114;9820;C4479416;0
852;1508;C0029463;0
1683;2255;C0036202;0
24;10019;C0235974;0
1329;201163;C0271979;0
3537;4719;C2931891;1
7631;84823;C0009363;0
2732;3119;C0027708;0
694;841;C0009402;1
802;1487;C0265535;0
7921;9180;C2931891;0
2648;3028;C2713442;0
7439;8243;C1849699;0
4188;4976;C0279626;0
1288;1959;C0029463;0
2138;2664;C1862941;1
4072;4846;C3543867;0
4544;5251;C0268621;0
7068;54982;C0751383;1
3676;4854;C0006142;1
2061;2533;C2678311;1
1841;23171;C0036341;0
7076;55036;C3151137;1
3734;440435;C0376358;0
663;779;C0238358;1
5316;7157;C2931822;1
3771;5000;C0152423;1
6675;7124;C1510586;0
5368;57545;C0279702;0
396;11274;C0276496;0
7918;916;C0152423;0
5104;7018;C0345967;1
4108;4854;C3275443;0
2045;2483;C1834673;1
6828;50937;C0238198;1
7683;83696;C2750791;1
5813;629;C0019243;0
513;123016;C1333991;0
3622;4803;C0752347;1
5700;8291;C0087031;1
8069;9711;C0152013;0
6697;26277;C1148551;1
4752;6532;C0001973;1
7400;818;C1449563;0
268;10683;C0152423;0
6633;7054;C1844376;0
6109;9968;C1845546;1
6275;10528;C0752124;1
233;10559;C1720859;0
1765;22948;C1852406;0
6134;6569;C2931779;0
