Nr;Entity A;Entity B;Label
1159;57572;C0036341;0
1160;7512;C0342384;0
1161;4723;C0023264;1
1162;975;C0005283;0
1163;841;C1858302;0
1164;2895;C0752121;1
1165;4851;C0006142;1
1166;2911;C0036069;0
1167;3119;C0276496;0
1168;3549;C0238198;1
1169;253017;C0376329;0
1170;3557;C2239176;1
1171;6926;C3463824;0
1172;150094;C0175702;0
1173;9378;C0345904;0
1174;5296;C0476089;1
1175;7390;C0036341;0
1176;596;C0036341;1
1177;4088;C0010346;1
1178;7053;C2239176;1
1179;92344;C0029459;1
1180;5328;C0376358;1
1181;9968;C0006142;1
1182;7545;C2936783;0
1183;2146;C0476089;1
1184;27022;C1842979;1
1185;2184;C0268487;1
1186;10452;C0002395;1
1187;8443;C1832394;0
1188;55739;C1708349;1
1189;5728;C2931082;0
1190;9516;C0032897;0
1191;8558;C4540156;1
1192;7841;C0009324;0
1193;6812;C0917800;1
1194;2273;C2749106;1
1195;2072;C1142166;0
1196;84667;C0032897;0
1197;9839;C0024117;0
1198;673;C0265341;0
1199;1804;C0543859;1
1200;9455;C0036341;1
1201;1140;C4084823;1
1202;60;C4554007;1
1203;23250;C1863561;0
1204;2670;C0004352;0
1205;10555;C0752122;0
1206;3162;C4539824;0
1207;89780;C1961102;0
1208;1120;C0751362;1
1209;81794;C1869115;1
1210;284217;C0023467;0
1211;5921;C3501846;1
1212;26040;C4015141;1
1213;6774;C3837958;1
1214;4292;C2931891;0
1215;672;C2239176;0
1216;25828;C0023467;0
1217;84976;C3179349;1
1218;5979;C4551804;0
1219;24;C0752124;0
1220;1297;C0023467;0
1221;10667;C0023264;1
1222;5993;C1861172;0
1223;5290;C0023467;0
1224;6997;C0027819;0
1225;3315;C0026764;1
1226;1312;C0006142;1
1227;5192;C0028754;0
1228;201294;C0346153;0
1229;6335;C0393702;1
1230;1201;C1708349;1
1231;9759;C0005684;1
1232;6929;C4721444;1
1233;23424;C4015050;0
1234;2539;C1868675;0
1235;5781;C0014084;1
1236;196;C0006142;1
1237;10019;C4479424;0
1238;2138;C0795907;0
1239;1959;C2239176;1
1240;3077;C0162532;1
1241;324;C1510586;0
1242;3350;C0024117;0
1243;5092;C4048809;0
1244;8314;C4551804;0
1245;5468;C0022650;0
1246;4292;C0476089;1
1247;55215;C2239176;1
1248;3590;C0038454;0
1249;148789;C1836373;1
1250;10019;C1961102;1
1251;5582;C2751811;0
1252;2313;C0025149;1
1253;79644;C0010346;0
1254;1750;C1857344;1
1255;2100;C0025149;1
1256;6774;C0009324;1
1257;5896;C2931884;1
1258;5091;C1708349;0
1259;345611;C0752124;0
1260;331;C1862939;1
1261;3553;C0238198;0
1262;5395;C4552100;1
1263;1387;C1961102;1
1264;144568;C1968843;0
1265;58;C3645536;1
1266;27241;C3541456;0
1267;2670;C0002736;1
1268;4088;C4721886;0
1269;1674;C1708349;1
1270;340061;C0024145;1
1271;6833;C0403825;0
1272;7099;C1846545;0
1273;11200;C0752120;0
1274;1909;C0008312;0
1275;2321;C4551479;1
1276;2274;C0027708;0
1277;55215;C0023467;1
1278;7020;C0751084;0
1279;255758;C0036341;0
1280;7099;C3463824;0
1281;83854;C1852555;0
1282;23474;C1961102;0
1283;5922;C0025286;0
1284;7037;C4284790;0
1285;1021;C0028754;0
1286;324;C0175704;0
1287;5297;C0036341;1
1288;7421;C4551552;0
1289;9719;C0036391;1
1290;3575;C3887485;0
1291;4478;C0271979;0
1292;54551;C0032897;1
1293;6310;C0752123;1
1294;779;C1857970;0
1295;118429;C0279702;0
1296;26154;C4551630;1
1297;9790;C0587248;0
1298;7046;C4707243;1
1299;6237;C1275081;1
1300;55703;C0342384;1
1301;3490;C0376358;1
1302;8289;C1708349;1
1303;491;C0751291;0
1304;150094;C1449563;1
1305;3931;C0015625;0
1306;5745;C2931891;0
1307;11200;C1333991;1
1308;80781;C0023473;0
1309;7222;C0752124;1
1310;3856;C0008312;0
1311;5265;C2717906;0
1312;57817;C4520983;1
1313;84667;C1853296;1
1314;9570;C1845076;0
1315;2109;C2239176;0
1316;55812;C1858677;1
1317;4842;C0751779;0
1318;4088;C4707243;1
1319;2736;C0238198;1
1320;10584;C2239176;1
1321;1499;C1449563;1
1322;3972;C1876203;0
1323;5921;C0587248;1
1324;4292;C0035334;0
1325;147138;C4722258;1
1326;22880;C0752121;0
1327;55572;C0010346;0
1328;326;C0270724;0
1329;6041;C0684249;0
1330;1028;C2675522;0
1331;930;C0006142;0
1332;3123;C1275081;0
1333;8754;C1423873;1
1334;4318;C0376358;1
1335;10483;C0271933;1
1336;90;C0085576;1
1337;7517;C1708349;1
1338;585;C1850598;0
1339;5195;C2931850;0
1340;54862;C1838023;1
1341;27030;C0175704;0
1342;57697;C0003873;0
1343;22880;C0949658;0
1344;4595;C0270724;0
1345;79867;C0220697;1
1346;55280;C0752124;1
1347;1718;C0041409;0
1348;6515;C0087031;1
1349;3667;C0949658;0
1350;2147;C0041409;0
1351;79633;C1140680;0
1352;1956;C1850597;0
1353;255758;C0024507;1
1354;51567;C0175704;0
1355;7436;C0266470;1
1356;8289;C0752124;0
1357;6492;C0006142;1
1358;4683;C0024305;1
1359;6223;C0004352;0
1360;10664;C0010346;0
1361;8792;C4085251;1
1362;2;C3489793;0
1363;7124;C1856059;0
1364;166378;C4310809;0
1365;1634;C0476089;1
1366;79731;C1419610;0
1367;4254;C0009402;0
1368;4976;C0036341;1
1369;9319;C1961102;0
1370;2006;C3276539;1
1371;5080;C4554007;1
1372;6337;C1834558;0
1373;5740;C0457133;0
1374;6391;C0376358;0
1375;5663;C0002395;1
1376;9180;C3203102;0
1377;55532;C1868675;1
1378;54982;C0036341;0
1379;23562;C0022650;1
1380;79644;C1851936;0
1381;8021;C3541456;0
1382;775;C1142166;1
1383;134218;C0036341;0
1384;4089;C1853296;0
1385;7015;C1867450;0
1386;1410;C0009081;0
1387;23040;C0007131;0
1388;1355;C2931891;1
1389;7042;C1846545;0
1390;1910;C0019569;1
1391;6926;C0038454;1
1392;1786;C0020074;1
1393;3569;C0524620;1
1394;64241;C0038454;0
1395;9786;C0085298;0
1396;5468;C2751306;1
1397;710;C0022584;0
1398;6514;C0006142;1
1399;1956;C2749106;0
1400;57167;C0018818;1
1401;7249;C0005684;0
1402;396;C3808874;1
1403;3621;C1708349;1
1404;238;C0029463;0
1405;6660;C1510586;1
1406;6658;C0022283;0
1407;4486;C0004352;0
1408;7280;C0006142;0
1409;84295;C0028754;1
1410;4478;C0004352;0
1411;8802;C4551955;0
1412;9968;C1845902;1
1413;2707;C2673759;1
1414;5443;C0279702;1
1415;5795;C0023467;0
1416;5889;C0006142;1
1417;8243;C0005684;1
1418;6597;C0265535;0
1419;6657;C0007131;1
1420;729920;C4284790;1
1421;9775;C0152423;1
1422;5309;C1850600;0
1423;1813;C1868675;1
1424;375790;C0023467;1
1425;7372;C0376358;1
1426;54806;C1961102;0
1427;6660;C2239176;0
1428;8036;C3551954;0
1429;51604;C0019050;1
1430;4353;C0005684;1
1431;23509;C0406811;1
1432;7137;C0949658;1
1433;6427;C0038868;1
1434;4311;C0376358;1
1435;5327;C1864205;0
1436;3458;C3160733;0
1437;4524;C0206368;0
1438;4968;C0279702;1
1439;26277;C0152013;0
1440;9968;C0035334;0
1441;93426;C0271979;0
1442;6655;C3501846;1
1443;4436;C1140680;1
1444;1475;C0036341;0
1445;7157;C0036920;1
1446;1184;C0024117;0
1447;4595;C0206698;0
1448;1605;C0009324;0
1449;5728;C0345904;0
1450;8913;C4693405;0
1451;2074;C0035334;0
1452;51083;C0795907;0
1453;686;C0009402;0
1454;2260;C0152426;0
1455;79728;C0025149;1
1456;59067;C0024141;1
1457;2072;C0035334;0
1458;1617;C1839071;1
1459;4035;C0149931;1
1460;100;C0796117;0
1461;51204;C2931891;1
1462;778;C1850362;1
1463;3569;C0024301;0
1464;401474;C0393702;1
1465;23096;C1845181;1
1466;7994;C0376358;1
1467;847;C3541456;0
1468;50939;C0339510;1
1469;5663;C1843015;1
1470;5894;C1449563;1
1471;6622;C0752121;0
1472;23607;C3536984;0
1473;1180;C0270959;1
1474;10667;C1850598;1
1475;1545;C3281128;0
1476;50939;C3150819;1
1477;2052;C0079770;1
1478;4089;C3810212;0
1479;5468;C0011854;0
1480;7015;C0022283;0
1481;6532;C0009405;0
1482;5879;C2239176;1
1483;1583;C0476089;1
1484;7436;C2675508;0
1485;6926;C0006142;1
1486;5243;C0009402;0
1487;7167;C0036341;1
1488;4000;C0546264;1
1489;4524;C1850792;0
1490;2188;C0006142;0
1491;4538;C0268621;0
1492;4524;C3810278;0
1493;2904;C1510586;1
1494;4604;C0008312;0
1495;5244;C4551899;1
1496;10293;C0162283;0
1497;6647;C3805432;0
1498;10466;C0018818;0
1499;1956;C0152018;1
1500;4437;C2936783;1
1501;6834;C2931891;1
1502;1789;C1510586;1
1503;5728;C0752124;0
1504;3777;C1619700;0
1505;51567;C0268569;0
1506;55215;C3463824;1
1507;5551;C0008924;0
1508;7128;C0024301;1
1509;10265;C3489529;1
1510;5354;C0036341;1
1511;2260;C0030044;1
1512;116442;C1850362;0
1513;4982;C4551479;0
1514;79728;C1850597;0
1515;4929;C0087031;1
1516;57003;C4551549;0
1517;6310;C0752122;1
1518;1947;C0432347;0
1519;3991;C1855033;0
1520;2778;C0001973;0
1521;57017;C3551954;1
1522;7403;C0376358;1
1523;4292;C0009405;1
1524;1629;C0745103;0
1525;4683;C0346153;1
1526;596;C0023467;1
1527;5346;C0028754;1
1528;7080;C3501843;1
1529;2263;C3179349;0
1530;5290;C4721952;0
1531;6774;C0042487;0
1532;915;C0376358;0
1533;10661;C0271933;1
1534;51567;C0752124;1
1535;472;C0019025;0
1536;6440;C4014430;0
1537;1848;C0003873;0
1538;7172;C0342801;1
1539;55624;C0751291;0
1540;5828;C4721541;1
1541;4893;C0011860;0
1542;7372;C0152013;0
1543;6928;C1850598;0
1544;7139;C0024117;1
1545;4524;C3179349;0
1546;6201;C3809147;0
1547;338;C0752125;0
1548;1385;C0011860;0
1549;8647;C0002395;0
1550;7867;C0268237;0
1551;5244;C0008312;1
1552;875;C0376358;0
1553;7345;C2239176;1
1554;401474;C0206686;0
1555;9863;C0036341;1
1556;29893;C0376358;1
1557;2110;C0235833;0
1558;84667;C0265343;1
1559;8676;C1868120;0
1560;54538;C1839071;0
1561;64324;C0994516;0
1562;23586;C4225427;1
1563;2178;C1856184;0
1564;1286;C4310769;0
1565;23495;C2239176;0
1566;9464;C0376358;0
1567;6399;C0036391;1
1568;145873;C0265343;1
1569;27152;C0376358;0
1570;7200;C0001973;1
1571;672;C4722327;0
1572;3875;C3277671;0
1573;83544;C0279626;0
1574;5194;C3550234;1
1575;2068;C0036341;0
1576;1581;C3463824;0
1577;1421;C0796113;0
1578;6820;C1148551;0
1579;5925;C3179349;1
1580;24;C0175695;0
1581;581;C0002395;1
1582;3779;C1837739;1
1583;7372;C0019025;1
1584;1200;C1959582;0
1585;22808;C0011860;1
1586;6223;C0009402;0
1587;100131801;C0432272;0
1588;4233;C0175704;0
1589;6997;C2931891;0
1590;4099;C0752347;1
1591;3123;C0036069;0
1592;29925;C0149925;0
1593;54888;C1510586;1
1594;7124;C0043459;0
1595;7051;C0010278;0
1596;4297;C0265210;1
1597;5290;C0087031;0
1598;2243;C0376358;0
1599;6505;C4520892;0
1600;2775;C3463992;1
1601;8295;C0004352;1
1602;3290;C0003873;1
1603;9997;C2931891;1
1604;7040;C0036341;1
1605;627;C0276496;1
1606;4705;C1850600;1
1607;7512;C2936783;0
1608;9409;C3553959;1
1609;355;C0036341;1
1610;9915;C0036341;0
1611;5979;C1619700;1
1612;90678;C0205713;1
1613;2690;C2239176;1
1614;2110;C0376358;0
1615;6506;C1839071;0
1616;4204;C1263846;0
1617;1200;C0376358;1
1618;8036;C0004352;0
1619;4099;C0036341;1
1620;54487;C1838979;0
1621;1536;C1863999;1
1622;9896;C0270911;1
1623;6866;C0342384;1
1624;10021;C0376358;0
1625;1471;C1839071;0
1626;255928;C0752123;1
1627;5274;C3179349;0
1628;5424;C2675520;0
1629;111;C0206368;0
1630;53947;C1969893;0
1631;9607;C0001973;1
1632;26585;C0010278;0
1633;5443;C0023473;0
1634;596;C0005684;0
1635;95681;C1864849;0
1636;4015;C0029463;1
1637;5582;C0026363;0
1638;845;C0011854;0
1639;1969;C4551484;1
1640;10320;C0009324;1
1641;3162;C0221013;1
1642;440;C0345904;1
1643;7036;C4552003;0
1644;1829;C2752072;1
1645;4089;C0002395;0
1646;6399;C0432272;1
1647;55764;C4551902;1
1648;1301;C0013366;1
1649;7019;C0002395;1
1650;1491;C2931011;0
1651;8021;C1168401;0
1652;2006;C0238288;1
1653;27089;C1850600;1
1654;1380;C3542922;1
1655;285203;C0175704;0
1656;2934;C0268389;1
1657;10253;C2239176;0
1658;5332;C0152423;1
1659;5922;C0376358;0
1660;498;C3553264;0
1661;55975;C1704417;0
1662;1786;C0020072;1
1663;55904;C0162670;0
1664;4330;C0010278;1
1665;8289;C0279702;1
1666;2022;C0039445;1
1667;2475;C0334634;1
1668;60468;C0023264;0
1669;9469;C3278404;1
1670;9152;C0024141;0
1671;1909;C3887485;1
1672;4023;C0004352;0
1673;79583;C0431399;1
1674;1512;C0023467;1
1675;23476;C1802395;1
1676;653509;C4721952;1
1677;1723;C0152423;1
1678;59344;C0376358;1
1679;23314;C0348626;0
1680;10459;C0028754;0
1681;25939;C0020479;0
1682;7273;C4722327;0
1683;5158;C3495587;1
1684;582;C0152423;0
1685;100506658;C0006142;1
1686;338;C0007785;0
1687;8647;C0038868;0
1688;203228;C0028754;0
1689;27316;C1846145;1
1690;4026;C1853623;0
1691;4544;C0011860;1
1692;5077;C0410203;0
1693;2555;C0004352;1
1694;7474;C4721508;1
1695;3162;C0006142;1
1696;2263;C0030044;1
1697;4175;C0015625;0
1698;2052;C0009405;1
1699;155;C0028754;1
1700;6041;C0279702;0
1701;7124;C0015625;1
1702;10347;C0002395;1
1703;716;C2717906;1
1704;9837;C0023467;0
1705;5296;C0376358;1
1706;841;C1328840;1
1707;4893;C1328840;1
1708;10413;C0006142;1
1709;3912;C0003873;0
1710;659;C0011854;0
1711;137392;C1868120;1
1712;5265;C1708349;1
1713;55572;C2931891;1
1714;51603;C0796117;0
1715;7015;C0175702;0
1716;6531;C0001973;1
1717;8289;C4721444;1
1718;10370;C3280790;1
1719;8915;C0023467;0
1720;6647;C0028754;1
1721;4353;C0029459;0
1722;308;C0008924;0
1723;139411;C1621958;0
1724;3107;C0020179;0
1725;5443;C4041558;0
1726;4695;C0023264;1
1727;79796;C0085413;1
1728;121340;C0036341;0
1729;4352;C0699791;0
1730;7128;C0376358;0
1731;10461;C0345967;0
1732;6389;C1850600;1
1733;229;C1708349;1
1734;545;C0268342;0
1735;65266;C1449843;1
1736;80832;C0005684;0
1737;5396;C0009402;0
1738;5159;C0036341;1
1739;2626;C0009402;1
1740;4233;C0015306;0
1741;9627;C3160718;1
1742;7490;C4552079;1
1743;3480;C2239176;1
1744;1832;C1621958;0
1745;80856;C4310705;0
1746;9319;C0002395;0
1747;51185;C0026764;1
1748;1629;C0268569;1
1749;6399;C0004943;0
1750;2006;C0752125;0
1751;6324;C3463824;0
1752;3162;C0002395;1
1753;7351;C0235833;0
1754;9939;C0006142;0
1755;4728;C1850597;1
1756;3481;C3645536;0
1757;6833;C2931833;1
1758;166379;C4048328;0
1759;6496;C1864827;1
1760;1356;C0003873;1
1761;673;C0376358;1
1762;5781;C4721508;0
1763;79991;C0949658;0
1764;4175;C0003873;0
1765;23152;C1510586;1
1766;392255;C0752347;0
1767;6531;C0152013;0
1768;916;C3179349;1
1769;213;C0152013;1
1770;241;C0036341;0
1771;111;C0029459;1
1772;1786;C0087031;0
1773;6870;C3489396;1
1774;7157;C1864670;0
1775;2548;C1968741;1
1776;2120;C3540852;0
1777;5582;C0752121;1
1778;2158;C0750384;1
1779;8481;C0036341;0
1780;64412;C0175778;1
1781;64377;C1849193;1
1782;51082;C0949658;0
1783;51314;C1970506;1
1784;6347;C0917713;1
1785;2189;C0023467;1
1786;1200;C0006142;0
1787;857;C1720861;1
1788;51196;C1708349;1
1789;10735;C1860789;1
1790;595;C0345904;1
1791;2296;C2673885;0
1792;4023;C0038454;0
1793;2811;C1319466;1
1794;10667;C0376358;0
1795;4163;C0002395;0
1796;59341;C0001973;0
1797;1278;C4707243;1
1798;55870;C3278481;0
1799;27089;C0751781;0
1800;8085;C0005684;1
1801;790;C1970479;0
1802;8314;C0342384;0
1803;26160;C0036341;0
1804;2678;C0376358;1
1805;5309;C0001973;0
1806;4893;C0345967;0
1807;348;C0276496;1
1808;3551;C0024305;1
1809;126792;C1848030;0
1810;7399;C0751360;0
1811;2774;C0276496;0
1812;2033;C0035934;1
1813;23209;C0036341;1
1814;57502;C1845539;1
1815;7068;C3489796;1
1816;6997;C0175707;1
1817;1175;C0162674;0
1818;7546;C0376358;1
1819;7201;C4722330;1
1820;196;C0152013;1
1821;2146;C0265535;1
1822;5176;C1510586;0
1823;11178;C0376358;1
1824;2563;C4552100;0
1825;2077;C0221356;1
1826;9759;C1969343;1
1827;1736;C0265965;1
1828;210;C0036341;0
1829;6654;C1850598;0
1830;2956;C1140680;1
1831;6678;C0023931;1
1832;147912;C4551702;1
1833;3176;C0001973;1
1834;6347;C0342687;0
1835;6469;C2239176;1
1836;1410;C0279702;1
1837;7518;C1112155;1
1838;25788;C2748542;0
1839;10743;C0036341;1
1840;283417;C3151407;1
1841;3791;C0029459;0
1842;9757;C0393598;1
1843;57167;C2239176;0
1844;10617;C1842180;1
1845;9722;C0265357;0
1846;4869;C2239176;0
1847;1832;C1853296;0
1848;4308;C0028754;0
1849;6696;C0006142;1
1850;2056;C2676137;1
1851;4595;C1708349;1
1852;6608;C0025286;1
1853;1785;C0878682;0
1854;7139;C0752123;0
1855;83999;C0004943;0
1856;4208;C0030421;0
1857;6528;C0345967;0
1858;1436;C3463824;1
1859;4041;C0029456;1
1860;64419;C0038454;0
1861;7297;C3837958;1
1862;6448;C0019569;0
1863;27077;C1859995;0
1864;9997;C0035334;0
1865;51081;C0085580;0
1866;1545;C3151061;0
1867;3339;C3469186;0
1868;6391;C1861848;1
1869;2780;C0155017;1
1870;8328;C0149925;0
1871;335;C0004943;1
1872;4853;C0024796;0
1873;5950;C0035334;1
1874;4054;C4721886;0
1875;2697;C0376358;1
1876;26160;C0036069;1
1877;28514;C4225275;1
1878;545;C0699791;1
1879;6530;C0036341;1
1880;6497;C0006142;0
1881;3587;C0004114;0
1882;6121;C3714506;0
1883;274;C1621958;0
1884;1581;C3151147;1
1885;50;C2239176;1
1886;613;C1961102;1
1887;2321;C0175693;0
1888;3667;C0152423;0
1889;3481;C0206686;1
1890;5621;C1848533;0
1891;144568;C3501846;1
1892;5158;C1844678;0
1893;153241;C1708349;0
1894;23600;C0543859;0
1895;6935;C1836724;1
1896;5972;C0221043;1
1897;9757;C1260899;0
1898;6134;C0796250;1
1899;137392;C0023467;0
1900;348;C0028754;1
1901;7036;C4551475;0
1902;7994;C0007131;0
1903;760;C0279626;1
1904;11041;C0457133;1
1905;7040;C0013264;1
1906;3067;C0040517;1
1907;255928;C0752120;1
1908;9445;C0948008;1
1909;57539;C0376358;0
1910;4088;C3280790;0
1911;145173;C0796012;1
1912;5295;C0023467;0
1913;242;C0020758;1
1914;1893;C2931010;0
1915;7048;C1845903;0
1916;2720;C2919945;0
1917;2561;C0085413;0
1918;3569;C0345905;1
1919;760;C1449563;0
1920;56479;C0235833;1
1921;9326;C1850056;1
1922;9663;C1708349;0
1923;2895;C0006142;0
1924;2033;C1843181;0
1925;10878;C1864205;1
1926;1789;C0796113;1
1927;1832;C0011860;0
1928;1027;C0006142;1
1929;5243;C1168401;1
1930;5894;C0007131;1
1931;54820;C0752120;0
1932;4835;C0029463;0
1933;60529;C0011860;0
1934;2263;C0206698;1
1935;7124;C0003873;1
1936;673;C1266158;1
1937;324;C0238463;0
1938;21;C0009402;1
1939;4846;C0007131;0
1940;5080;C3280155;0
1941;8220;C0033788;0
1942;894;C0410203;0
1943;1200;C1834207;1
1944;7490;C0268494;0
1945;60481;C0279626;0
1946;6833;C0017924;0
1947;1644;C0031511;1
1948;7222;C3489630;0
1949;3284;C0345904;0
1950;2627;C3888085;1
1951;4436;C1862939;0
1952;6855;C0268237;0
1953;339983;C3279716;1
1954;1026;C0037889;0
1955;330;C0026764;1
1956;8313;C0271934;0
1957;8220;C4551804;0
1958;4907;C3645536;0
1959;3553;C1857255;0
1960;7372;C2930970;0
1961;60;C0007131;0
1962;652;C0009402;1
1963;60482;C0751883;1
1964;7941;C0038454;1
1965;9935;C0029459;0
1966;5770;C0011860;1
1967;2876;C4284790;0
1968;81848;C0342384;1
1969;931;C3541474;0
1970;7450;C1282968;1
1971;10273;C0345904;0
1972;5618;C0009402;0
1973;2072;C0085576;0
1974;2321;C0024117;0
1975;79876;C0010674;0
1976;5649;C0002395;1
1977;2904;C0376358;0
1978;3690;C1510586;1
1979;2625;C0001973;0
1980;4035;C0023467;0
1981;4705;C0028326;0
1982;2065;C0699791;1
1983;356;C0007131;1
1984;3659;C4722327;0
1985;6731;C3281201;0
1986;3054;C0024507;0
1987;1080;C1836373;0
1988;8085;C0006142;1
1989;9820;C4479416;0
1990;1508;C0029463;0
1991;2255;C0036202;0
1992;10019;C0235974;0
1993;201163;C0271979;0
1994;4719;C2931891;1
1995;84823;C0009363;0
1996;3119;C0027708;0
1997;841;C0009402;1
1998;1487;C0265535;0
1999;9180;C2931891;0
2000;3028;C2713442;0
2001;8243;C1849699;0
2002;4976;C0279626;0
2003;1959;C0029463;0
2004;2664;C1862941;1
2005;4846;C3543867;0
2006;5251;C0268621;0
2007;54982;C0751383;1
2008;4854;C0006142;1
2009;2533;C2678311;1
2010;23171;C0036341;0
2011;55036;C3151137;1
2012;440435;C0376358;0
2013;779;C0238358;1
2014;7157;C2931822;1
2015;5000;C0152423;1
2016;7124;C1510586;0
2017;57545;C0279702;0
2018;11274;C0276496;0
2019;916;C0152423;0
2020;7018;C0345967;1
2021;4854;C3275443;0
2022;2483;C1834673;1
2023;50937;C0238198;1
2024;83696;C2750791;1
2025;629;C0019243;0
2026;123016;C1333991;0
2027;4803;C0752347;1
2028;8291;C0087031;1
2029;9711;C0152013;0
2030;26277;C1148551;1
2031;6532;C0001973;1
2032;818;C1449563;0
2033;10683;C0152423;0
2034;7054;C1844376;0
2035;9968;C1845546;1
2036;10528;C0752124;1
2037;10559;C1720859;0
2038;22948;C1852406;0
2039;6569;C2931779;0
2040;526;C0023467;0
2041;8214;C0012236;1
2042;7476;C0994516;0
2043;7862;C4310804;0
2044;10815;C0036341;1
2045;10021;C1856797;0
2046;1021;C0349639;0
2047;7374;C1720957;1
2048;3315;C1708349;1
2049;4891;C4551895;0
2050;79882;C4310703;1
2051;2056;C0036341;0
2052;30061;C0432272;0
2053;871;C0024301;0
2054;55975;C0334634;0
2055;4353;C0268250;0
2056;284119;C0376358;0
2057;324;C0152013;1
2058;57539;C0030044;1
2059;24137;C1868619;0
2060;2146;C1860789;1
2061;132;C0028754;0
2062;3953;C3714506;0
2063;857;C0334634;0
2064;537;C0024301;1
2065;5979;C3661523;1
2066;5894;C3541456;0
2067;1813;C0020514;1
2068;6311;C3887487;0
2069;7015;C1621958;1
2070;5538;C0752125;0
2071;1889;C1333990;0
2072;84197;C0457133;1
2073;113278;C0279626;1
2074;8481;C1419610;1
2075;57502;C1510586;1
2076;1947;C0026654;0
